datetime,tempmax,tempmin,temp,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
20-11-2022,75.5,59,67.4,57,71.3,0,10.7,9.2,14.8,1014.6,45,3.5,244.5,21.2,9,10,2022-11-20T06:20:26,2022-11-20T17:49:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21-11-2022,80.4,57.1,69.6,55.2,63.3,0,13,8,19.6,1014.3,58.9,4,132.6,11.4,6,10,2022-11-21T06:20:54,2022-11-21T17:49:55,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22-11-2022,75.1,64.4,69.6,65.5,87.3,0.008,12.5,6.9,26.4,1014.7,80.6,3.1,93.5,8.1,5,10,2022-11-22T06:21:23,2022-11-22T17:49:58,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
23-11-2022,76.7,68,71,68.1,91,0.079,16.1,8,32.7,1015,78.6,3.2,107.4,9.3,6,10,2022-11-23T06:21:53,2022-11-23T17:50:01,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
24-11-2022,76.9,68,71,69.3,94.6,0.196,18.1,8.2,73.1,1014.9,81.7,2.7,155.2,13.5,7,30,2022-11-24T06:22:23,2022-11-24T17:50:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
25-11-2022,82.4,64.4,72.7,66.2,82.1,0.004,18.3,11.4,101.2,1016.6,59.3,3.2,242.5,20.9,9,10,2022-11-25T06:22:53,2022-11-25T17:50:11,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
26-11-2022,80.8,66.2,73.2,66.1,79.9,0,18.8,9,94.4,1015.6,49.2,3.2,243.1,21.1,9,10,2022-11-26T06:23:24,2022-11-26T17:50:18,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27-11-2022,81.2,66.2,73.2,66.4,80.7,0.012,17,8,100.7,1013.9,49.5,3.3,179.2,15.4,9,10,2022-11-27T06:23:55,2022-11-27T17:50:26,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
28-11-2022,81.2,67.9,73.3,66.6,81,0.024,16.3,6.9,84.6,1014.4,55,3.2,177.6,15.5,8,10,2022-11-28T06:24:26,2022-11-28T17:50:35,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
29-11-2022,82.3,66.2,72.6,64.3,77.6,0.012,17.9,10.3,51.2,1015.4,60.3,2.9,250.8,21.6,9,10,2022-11-29T06:24:58,2022-11-29T17:50:45,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
30-11-2022,82.2,60.8,70.9,59.4,70.1,0,14.5,6.9,66.4,1016.1,31.4,3.3,254.7,21.9,9,10,2022-11-30T06:25:30,2022-11-30T17:50:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01-12-2022,76.7,62.6,69.7,65.5,87,0.016,17.7,7,81.3,1016.2,55,2.8,236.9,20.3,9,10,2022-12-01T06:26:02,2022-12-01T17:51:09,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
02-12-2022,81.2,66.1,72.3,66.6,83.5,0,18.8,7.1,84.1,1015.6,52.2,3.4,225.4,19.5,9,10,2022-12-02T06:26:34,2022-12-02T17:51:22,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03-12-2022,82.4,67.8,73.4,66.4,79.7,0.004,17.2,11.1,92.7,1015.8,50.8,3.9,230.7,19.9,9,10,2022-12-03T06:27:07,2022-12-03T17:51:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
04-12-2022,82.5,66.1,72.9,64.8,77.6,0.004,17.7,11.3,85,1016.6,46.4,4.2,246.8,21.2,9,10,2022-12-04T06:27:40,2022-12-04T17:51:52,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
05-12-2022,80.6,64.4,72.1,64.9,79.9,0,18.3,11.3,84.9,1017.2,55.6,3.3,230.9,20.2,8,10,2022-12-05T06:28:12,2022-12-05T17:52:08,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06-12-2022,80.6,67.1,72.4,64.8,79,0,13.6,7,55,1016.4,63.5,2.7,226.3,19.5,9,10,2022-12-06T06:28:45,2022-12-06T17:52:25,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07-12-2022,80.7,64.3,70.2,56,65.4,0,15.4,9.4,33.5,1015.7,52.8,3.2,153.2,13.2,7,10,2022-12-07T06:29:18,2022-12-07T17:52:44,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08-12-2022,78.7,64.3,70.6,54.9,58.9,0,17.4,10.3,350.7,1014.2,61.3,3.6,169.9,14.6,8,10,2022-12-08T06:29:52,2022-12-08T17:53:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09-12-2022,71.4,64.3,66.8,55.4,68.3,0.031,26.2,93.9,336,1012,85,3.2,30,2.6,2,10,2022-12-09T06:30:25,2022-12-09T17:53:23,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
10-12-2022,67.8,62.5,65.2,63.7,95,1.101,32.7,12.1,325.8,1010.4,98,2.3,5.3,0.5,0,10,2022-12-10T06:30:58,2022-12-10T17:53:44,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
11-12-2022,71.4,64.3,67.4,66.4,96.8,0.943,16.6,9.2,69.1,1012.2,91.1,2.4,20.1,1.8,1,10,2022-12-11T06:31:31,2022-12-11T17:54:06,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
12-12-2022,76.9,66.2,70,68,93.8,0.471,20.4,11.3,94.3,1013.6,88.6,2.7,143.8,12.5,6,10,2022-12-12T06:32:04,2022-12-12T17:54:29,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
13-12-2022,76.8,67.4,70,67.5,92.2,0.317,23,13.8,99,1015.6,83.6,2.8,157.2,13.7,7,10,2022-12-13T06:32:36,2022-12-13T17:54:53,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
14-12-2022,77.3,64.3,70,65.8,87.3,0,21.5,11.3,100.4,1016.8,66.6,3.9,204.8,17.9,8,10,2022-12-14T06:33:09,2022-12-14T17:55:17,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
15-12-2022,82.4,62.6,70.6,57.9,69.1,0,14.8,11.4,86.8,1016.4,34.2,4.1,252.8,21.8,9,10,2022-12-15T06:33:41,2022-12-15T17:55:43,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16-12-2022,82.4,59.9,70.3,54.4,62.9,0,13.9,12.7,81.3,1015.4,15.2,4.5,250.8,21.7,9,10,2022-12-16T06:34:13,2022-12-16T17:56:09,0.75,Clear,Clear conditions throughout the day.,clear-day
17-12-2022,81.2,60.2,71,60.1,70.6,0,16.1,12.8,76.2,1016.4,22.5,4.2,241.9,20.9,9,10,2022-12-17T06:34:45,2022-12-17T17:56:35,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
18-12-2022,78.8,62.6,70.9,63.4,79.3,0.008,19.2,16.7,59.8,1015.5,51.3,3.3,197.3,17,8,10,2022-12-18T06:35:17,2022-12-18T17:57:03,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
19-12-2022,78.6,62.6,69.6,60.9,76.1,0.004,17,11.3,76.4,1014.9,48.2,3.2,248.5,21.5,9,10,2022-12-19T06:35:48,2022-12-19T17:57:31,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
20-12-2022,82.3,60.7,70.8,61.7,74.7,0,16.8,11.2,80.1,1014.4,39.8,3.6,247.7,21.4,9,10,2022-12-20T06:36:19,2022-12-20T17:58:00,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21-12-2022,80.5,62.6,70.8,59,70.2,0,15.4,11.4,67,1015.1,34.4,3.8,239.3,20.6,8,10,2022-12-21T06:36:49,2022-12-21T17:58:29,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22-12-2022,80.5,60.1,69.5,54.2,63.2,0,18.6,11.2,43.1,1013.9,20,4.4,256.3,22,9,10,2022-12-22T06:37:19,2022-12-22T17:58:59,0.96,Clear,Partly cloudy throughout the day.,clear-day
23-12-2022,82.3,59,70.2,54.7,62.9,0,13.9,9.4,34.5,1014.8,21.3,3.5,243,20.9,8,10,2022-12-23T06:37:49,2022-12-23T17:59:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24-12-2022,83,57.2,69.7,58.5,69.6,0,15.7,43.5,61.1,1015.3,25.2,3.3,244.8,21.2,8,10,2022-12-24T06:38:17,2022-12-24T18:00:00,0.03,Partially cloudy,Partly cloudy throughout the day.,wind
25-12-2022,75,64.4,69.4,66.4,90.6,0.118,20.1,10.2,51.1,1016,74,2.5,140.3,12,7,10,2022-12-25T06:38:46,2022-12-25T18:00:31,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
26-12-2022,77,67.9,71.1,67.4,88.9,0.04,22.1,12.7,88.4,1017.6,82.2,3.6,129.4,11.2,7,10,2022-12-26T06:39:14,2022-12-26T18:01:03,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
27-12-2022,75.2,67.9,70.3,67.7,91.8,0.008,20.8,11.3,89.9,1019.1,69,2.7,139.9,12,7,10,2022-12-27T06:39:41,2022-12-27T18:01:35,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
28-12-2022,82.4,66.2,72.9,66,80.9,0,17.7,10.3,96.7,1019.8,56.2,3.4,237.5,20.6,9,10,2022-12-28T06:40:07,2022-12-28T18:02:07,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
29-12-2022,82.3,64.3,72.2,61.3,72.7,0,17.2,12.6,87.5,1021.1,41.2,3.9,252.3,21.9,9,10,2022-12-29T06:40:33,2022-12-29T18:02:40,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
30-12-2022,80.8,60.8,70.7,58.7,68.9,0,14.8,9.2,95.7,1021.9,25.9,4,256.6,22.4,9,10,2022-12-30T06:40:58,2022-12-30T18:03:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
31-12-2022,82.5,59,71.3,57.4,66.2,0,12.3,8,69.3,1021,14.2,3.5,258.5,22.4,9,10,2022-12-31T06:41:23,2022-12-31T18:03:46,0.27,Clear,Clear conditions throughout the day.,clear-day
01-01-2023,84.1,60.7,71.6,57.6,65.2,0,18.6,9.1,68.4,1020.1,18,4.2,251.4,21.9,9,10,2023-01-01T06:41:46,2023-01-01T18:04:20,0.3,Clear,Clear conditions throughout the day.,clear-day
02-01-2023,80.9,60.8,70,57,67.8,0,19.2,10.2,90.8,1020,27,3.8,243.3,21,9,10,2023-01-02T06:42:09,2023-01-02T18:04:54,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
03-01-2023,78.7,60.8,69.2,59.6,74,0,16.8,9.2,95,1020.2,38.6,3.6,257.3,22.3,9,10,2023-01-03T06:42:31,2023-01-03T18:05:27,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-01-2023,78.7,62.6,69.3,60,75.1,0.004,19,11.2,99.6,1019,47.9,3.2,258,22.2,9,10,2023-01-04T06:42:53,2023-01-04T18:06:01,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
05-01-2023,75.3,60.8,68.2,60.7,78.3,0,21.9,13.8,89.8,1019.6,53.8,3.2,257.7,22.2,9,10,2023-01-05T06:43:13,2023-01-05T18:06:35,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
06-01-2023,78.7,59,68.7,60.4,77.5,0,21.5,15,83,1020.9,52.8,3.3,255.5,22,9,10,2023-01-06T06:43:32,2023-01-06T18:07:09,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07-01-2023,77,60.8,69,60.6,76.8,0,19.7,11.3,77,1020.3,60.8,3.1,238.1,20.4,9,10,2023-01-07T06:43:51,2023-01-07T18:07:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08-01-2023,78.9,62.5,69.5,59.6,73.6,0,15.2,7.1,60.9,1019.1,54.1,3,258,22.3,9,10,2023-01-08T06:44:09,2023-01-08T18:08:17,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09-01-2023,80.4,56.3,67.4,50.4,60.7,0,16.3,8,85.4,1019.7,29.9,3.2,268.8,23.2,9,10,2023-01-09T06:44:25,2023-01-09T18:08:51,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
10-01-2023,80.7,54.5,67,52.5,65.2,0,15,10.2,82.4,1019.5,22.4,3.4,270.5,23.3,9,10,2023-01-10T06:44:41,2023-01-10T18:09:25,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11-01-2023,82.4,53.6,68.1,48.8,57.9,0,14.1,9.2,96.2,1017.9,6.7,3.9,273,23.6,9,10,2023-01-11T06:44:56,2023-01-11T18:09:59,0.64,Clear,Clear conditions throughout the day.,clear-day
12-01-2023,84.1,56.3,69.9,47.3,53,0,13.9,7.9,88.9,1016.8,8.8,3.8,270.8,23.2,9,10,2023-01-12T06:45:10,2023-01-12T18:10:33,0.68,Clear,Clear conditions throughout the day.,clear-day
13-01-2023,84.1,56.3,69.1,51,58.6,0,11.6,9,87.4,1016.9,28.1,3.8,211.5,18.2,7,10,2023-01-13T06:45:22,2023-01-13T18:11:06,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
14-01-2023,84.1,57.2,69.1,50.3,59.6,0,14.1,7,81,1017,31.2,3.6,256.4,22.1,9,10,2023-01-14T06:45:34,2023-01-14T18:11:39,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
15-01-2023,85.8,54.5,69.3,49.4,56.8,0,17,8,85.9,1016.1,22.4,3.8,272,23.5,9,10,2023-01-15T06:45:45,2023-01-15T18:12:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
16-01-2023,84.8,55.4,70.3,50.2,56.3,0,18.1,10.3,83.6,1016.7,17.6,4,255.8,22,9,10,2023-01-16T06:45:54,2023-01-16T18:12:45,0.81,Clear,Clear conditions throughout the day.,clear-day
17-01-2023,84.1,56.3,68.8,50.9,61.5,0,20.1,9.2,102.9,1017.5,11.9,3.4,266.5,23.1,9,10,2023-01-17T06:46:03,2023-01-17T18:13:17,0.85,Clear,Clear conditions throughout the day.,clear-day
18-01-2023,82.5,56.3,67.7,54,68.9,0,17.9,9.1,92,1020.5,24.7,3.4,268.7,23.1,9,10,2023-01-18T06:46:10,2023-01-18T18:13:50,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
19-01-2023,82.2,58.9,69.2,51.6,61.9,0,19,10.1,86.5,1019.1,20.7,3.7,267.1,23,9,10,2023-01-19T06:46:17,2023-01-19T18:14:21,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
20-01-2023,78.6,57.2,67.7,58.2,73.8,0,19.2,11.3,95.7,1019.1,34.2,3.5,271.2,23.3,9,10,2023-01-20T06:46:22,2023-01-20T18:14:53,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
21-01-2023,78.7,62.5,68.9,59.6,74.9,0,20.1,10.1,93,1018,53.7,3,252.8,21.7,9,10,2023-01-21T06:46:26,2023-01-21T18:15:24,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
22-01-2023,80.5,58.9,68.8,56.5,69.4,0,19.5,11.3,90,1017.1,32.9,3.6,263.5,22.8,9,10,2023-01-22T06:46:29,2023-01-22T18:15:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
23-01-2023,75,59,67.1,61,81.5,0,19.2,10.2,91.6,1016.6,36.3,3.3,253.3,21.6,9,10,2023-01-23T06:46:31,2023-01-23T18:16:25,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
24-01-2023,78.8,64.4,70.7,61.8,75.5,0,20.6,9.2,104.3,1016.5,58,3.2,217.9,18.9,8,10,2023-01-24T06:46:32,2023-01-24T18:16:54,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
25-01-2023,82.3,59.9,69.5,55.9,66.4,0,20.4,10.2,97.1,1016.4,30.4,3.7,275.5,23.8,9,10,2023-01-25T06:46:32,2023-01-25T18:17:23,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
26-01-2023,82.5,60.7,69.8,55,65.3,0,18.3,9,105.8,1016.5,27.7,3.3,252.7,21.9,9,10,2023-01-26T06:46:31,2023-01-26T18:17:52,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
27-01-2023,82.6,62.4,70.6,55.1,63.8,0,17.4,9.2,99.9,1016.5,20.7,3.2,279.3,24.1,10,10,2023-01-27T06:46:28,2023-01-27T18:18:20,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
28-01-2023,82.5,57.2,70,51.1,57.2,0,20.6,12.6,83.7,1016,9.4,4,280.8,24.2,10,10,2023-01-28T06:46:25,2023-01-28T18:18:48,0.25,Clear,Clear conditions throughout the day.,clear-day
29-01-2023,83.9,57.2,70.2,54.7,62.3,0,17.9,13.9,81.5,1014.9,9.6,3.9,262,22.8,9,10,2023-01-29T06:46:20,2023-01-29T18:19:15,0.25,Clear,Clear conditions throughout the day.,clear-day
30-01-2023,80.5,62.6,71.8,62.7,75.3,0.169,18.3,11.6,80.9,1016.2,43.3,3.7,190.8,16.6,7,10,2023-01-30T06:46:14,2023-01-30T18:19:42,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
31-01-2023,82.6,64.4,72.5,59.7,68.1,0,19.9,12.7,64.4,1016.1,42,3.8,230.9,19.9,8,10,2023-01-31T06:46:07,2023-01-31T18:20:08,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
01-02-2023,82.4,60.7,71.5,57.6,64.4,0,20.4,34.9,52.4,1015.8,38.9,3.6,246.1,21.4,9,10,2023-02-01T06:45:59,2023-02-01T18:20:34,0.35,Partially cloudy,Partly cloudy throughout the day.,wind
02-02-2023,79.1,62.5,70.9,53.7,56.3,0,23,13.9,62,1016.1,45.5,3.5,250.8,21.6,9,10,2023-02-02T06:45:50,2023-02-02T18:20:59,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
03-02-2023,78.8,60.7,71.2,59,66.2,0,23.3,13.8,67.5,1016.7,54.3,3.2,225,19.4,9,10,2023-02-03T06:45:40,2023-02-03T18:21:23,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-02-2023,85.4,62.5,74.2,53.2,51.3,0,17.2,11.5,73.2,1015.9,24.6,5,278.1,24,9,10,2023-02-04T06:45:29,2023-02-04T18:21:47,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
05-02-2023,87.5,62.5,74.7,52,52.1,0,20.4,15.8,80.2,1015.8,15.8,3.9,283.5,24.4,10,10,2023-02-05T06:45:17,2023-02-05T18:22:10,0.5,Clear,Clear conditions throughout the day.,clear-day
06-02-2023,86,60.7,73.1,52.7,53.8,0,20.1,12.5,91.6,1016.1,23.8,3.8,284,24.5,10,10,2023-02-06T06:45:04,2023-02-06T18:22:33,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
07-02-2023,87.6,60.8,74.2,56.2,57.8,0,11.4,6.9,106.8,1016.1,14.3,3.8,281.8,24.4,10,10,2023-02-07T06:44:50,2023-02-07T18:22:55,0.55,Clear,Clear conditions throughout the day.,clear-day
08-02-2023,86.1,62.5,74.6,57.6,58.4,0,19.5,10.2,83.2,1016.1,10,3.9,271.5,23.4,10,10,2023-02-08T06:44:34,2023-02-08T18:23:16,0.59,Clear,Clear conditions throughout the day.,clear-day
09-02-2023,86.1,62.5,74.2,55.5,56.4,0,19,11.4,87,1016.7,10.9,3.7,286.3,24.6,10,10,2023-02-09T06:44:18,2023-02-09T18:23:37,0.62,Clear,Clear conditions throughout the day.,clear-day
10-02-2023,86.1,61.7,73.9,51.2,50.3,0,19,10.4,65.5,1017.9,15.6,3.6,271.5,23.3,10,10,2023-02-10T06:44:01,2023-02-10T18:23:57,0.65,Clear,Clear conditions throughout the day.,clear-day
11-02-2023,87.6,59,73.2,49.1,49,0,18.1,10.3,60,1018.1,17,3.7,283.2,24.4,10,10,2023-02-11T06:43:43,2023-02-11T18:24:17,0.69,Clear,Clear conditions throughout the day.,clear-day
12-02-2023,89.3,59.9,74.7,48.8,45.5,0,20.4,13.8,71.1,1015.5,12.4,4.1,269.4,23.4,9,10,2023-02-12T06:43:24,2023-02-12T18:24:36,0.72,Clear,Clear conditions throughout the day.,clear-day
13-02-2023,87.9,58.1,74.4,49.3,43.9,0,20.8,13.6,65.7,1018.3,5.4,4.1,298.5,25.7,10,10,2023-02-13T06:43:03,2023-02-13T18:24:54,0.75,Clear,Clear conditions throughout the day.,clear-day
14-02-2023,87.9,58.9,74,47.9,43.6,0,19,9,77.1,1017.9,7.4,4.1,303.2,26.2,10,10,2023-02-14T06:42:42,2023-02-14T18:25:12,0.79,Clear,Clear conditions throughout the day.,clear-day
15-02-2023,88.9,59,74.1,50.1,47.7,0,17.2,13.7,65.7,1016.5,4,4,304,26.4,10,10,2023-02-15T06:42:20,2023-02-15T18:25:29,0.83,Clear,Clear conditions throughout the day.,clear-day
16-02-2023,87.9,57.5,74.1,49.5,47.9,0,19.2,13.9,73.5,1016.4,5.1,3.8,304.3,26.4,10,10,2023-02-16T06:41:58,2023-02-16T18:25:46,0.86,Clear,Clear conditions throughout the day.,clear-day
17-02-2023,86.1,60.7,74.1,49.3,48.2,0,17.7,13.7,89.9,1017.2,2.9,3.9,305.8,26.6,10,10,2023-02-17T06:41:34,2023-02-17T18:26:02,0.9,Clear,Clear conditions throughout the day.,clear-day
18-02-2023,87.5,61.7,74.4,52.5,50.3,0,19.2,11.4,81.1,1017.3,2.5,4.1,300.7,25.9,10,10,2023-02-18T06:41:09,2023-02-18T18:26:17,0.93,Clear,Clear conditions throughout the day.,clear-day
19-02-2023,86.6,60.8,74.2,55.4,56.3,0,20.1,8.2,78,1017.4,2.1,4.2,299.5,25.7,10,10,2023-02-19T06:40:44,2023-02-19T18:26:32,0.96,Clear,Clear conditions throughout the day.,clear-day
20-02-2023,87.7,61.7,73.8,56.5,59.9,0,19,8,73.8,1017.7,17.8,3.6,302.3,26.1,10,10,2023-02-20T06:40:18,2023-02-20T18:26:47,0,Clear,Clear conditions throughout the day.,clear-day
21-02-2023,87.9,62.4,75.2,51.3,45.9,0,21,9,60.8,1018,2.6,4,307.5,26.8,10,10,2023-02-21T06:39:51,2023-02-21T18:27:00,0.03,Clear,Clear conditions throughout the day.,clear-day
22-02-2023,87.7,62.5,75.4,52.2,48.5,0,20.8,10.3,74.8,1017.5,0.3,3.7,310.5,26.8,10,10,2023-02-22T06:39:23,2023-02-22T18:27:14,0.06,Clear,Clear conditions throughout the day.,clear-day
23-02-2023,87.5,60.8,74.1,45.3,42,0,23,13.8,69.5,1017.3,1.2,3.9,317.9,27.5,10,10,2023-02-23T06:38:55,2023-02-23T18:27:26,0.1,Clear,Clear conditions throughout the day.,clear-day
24-02-2023,89.3,58.7,73.6,46.1,44.9,0,18.1,10.3,86.4,1018,2.6,3.9,318.6,27.6,10,10,2023-02-24T06:38:26,2023-02-24T18:27:39,0.13,Clear,Clear conditions throughout the day.,clear-day
25-02-2023,89.7,57.1,75,44.8,40.8,0,26.2,13.8,68.1,1019.6,0.2,4,318.9,27.4,10,10,2023-02-25T06:37:56,2023-02-25T18:27:50,0.16,Clear,Clear conditions throughout the day.,clear-day
26-02-2023,101.3,59.9,75.1,45.2,38.1,0,25.3,12.8,80.1,1020.6,0,4.1,317,27.4,10,10,2023-02-26T06:37:25,2023-02-26T18:28:02,0.2,Clear,Clear conditions throughout the day.,clear-day
27-02-2023,86,58.9,72.8,45.8,45.4,0,23.7,12.8,89.9,1020.7,0,4,319,27.6,10,10,2023-02-27T06:36:54,2023-02-27T18:28:12,0.25,Clear,Clear conditions throughout the day.,clear-day
28-02-2023,86.1,59,73.1,52.5,51.2,0,22.8,15.8,86,1020.4,8,4,303.4,26.3,10,10,2023-02-28T06:36:22,2023-02-28T18:28:23,0.26,Clear,Clear conditions throughout the day.,clear-day
01-03-2023,85.7,62.6,74.8,58.1,59.2,0,24.6,14.9,91.6,1020.4,29.7,3.9,300.8,26,10,10,2023-03-01T06:35:50,2023-03-01T18:28:32,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
02-03-2023,84.3,60.8,73.5,48.4,46.9,0,25.1,19.6,81.6,1021.1,10.2,4.1,317.8,27.5,10,10,2023-03-02T06:35:17,2023-03-02T18:28:42,0.33,Clear,Clear conditions throughout the day.,clear-day
03-03-2023,87.5,57.1,73.5,42.9,36.2,0,27.3,17.3,85.3,1021.5,24.6,4.2,309.6,26.7,10,10,2023-03-03T06:34:43,2023-03-03T18:28:51,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
04-03-2023,89.7,59.9,74.7,41.1,34.4,0,28.9,17.2,74.3,1021.3,0,4.3,317.2,27.5,10,10,2023-03-04T06:34:09,2023-03-04T18:28:59,0.39,Clear,Clear conditions throughout the day.,clear-day
05-03-2023,88.9,62.5,75.5,45.7,40.1,0,25.7,18.1,92,1020.8,0,4.3,315,27.1,10,10,2023-03-05T06:33:34,2023-03-05T18:29:08,0.43,Clear,Clear conditions throughout the day.,clear-day
06-03-2023,88.4,60.7,75,46.9,42.2,0,25.9,19.5,88,1019.5,9.8,4.4,315.7,27.3,10,10,2023-03-06T06:32:59,2023-03-06T18:29:15,0.46,Clear,Clear conditions throughout the day.,clear-day
07-03-2023,87.7,59,74.7,45.9,41.9,0,21.9,16,81.6,1018.6,33.8,4.6,302.4,26.2,10,10,2023-03-07T06:32:24,2023-03-07T18:29:23,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
08-03-2023,86.1,62.6,74.4,52.9,51.1,0,27.3,19.5,77.5,1018.3,31.2,4.5,306.6,26.6,10,10,2023-03-08T06:31:48,2023-03-08T18:29:30,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
09-03-2023,84.5,60.8,73.8,52.3,51,0,23.3,13.8,80.4,1018,37.1,3.9,243.3,21.2,8,10,2023-03-09T06:31:11,2023-03-09T18:29:37,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
10-03-2023,85.7,60.8,74.2,52,51.3,0,21.3,16.1,87.6,1017.5,28.2,4.5,300.4,25.9,10,10,2023-03-10T06:30:34,2023-03-10T18:29:43,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
11-03-2023,86.5,59,74.7,52.6,51.6,0,26.2,13.9,76,1017.5,0.9,4.1,326.2,28.3,10,10,2023-03-11T06:29:57,2023-03-11T18:29:49,0.63,Clear,Clear conditions throughout the day.,clear-day
12-03-2023,89.3,60.6,75.3,56.4,56.7,0,25.5,11.5,94.8,1017.2,16.9,4.3,322,27.8,10,10,2023-03-12T06:29:19,2023-03-12T18:29:55,0.67,Clear,Clear conditions throughout the day.,clear-day
